latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight
-2.793,-47.439,307,1.1,1.1,2018-09-22,0145,T,68,6.0NRT,295.4,6.6,N
-2.794,-47.449,333,1.1,1.1,2018-09-22,0145,T,100,6.0NRT,296.7,36.6,N
-2.957,-48.658,308.4,1,1,2018-09-22,0145,T,74,6.0NRT,294.5,6.8,N
-3.799,-54.683,305.8,1.9,1.3,2018-09-22,0145,T,65,6.0NRT,293,13,N
-2.66,-47.291,307.2,1.1,1.1,2018-09-22,0145,T,70,6.0NRT,295.4,7,N
-3.119,-51.427,317.7,1.1,1.1,2018-09-22,0145,T,95,6.0NRT,294.2,16.3,N
-3.121,-51.437,308.8,1.1,1.1,2018-09-22,0145,T,75,6.0NRT,293.6,8,N
-20.246,-40.251,306.6,1.7,1.3,2018-09-22,0140,T,69,6.0NRT,288.3,14.6,N
-20.552,-43.762,300.7,1.1,1,2018-09-22,0140,T,32,6.0NRT,279.8,7.2,N
-20.553,-43.772,320.7,1.1,1,2018-09-22,0140,T,100,6.0NRT,280.2,23.4,N
-33.933,137.775,310.6,1.2,1.1,2018-09-22,0110,T,35,6.0NRT,300.4,5.2,D
-36.147,143.625,310.8,2.9,1.6,2018-09-22,0110,T,65,6.0NRT,298.5,28,D
-36.149,143.658,310.4,2.9,1.6,2018-09-22,0110,T,64,6.0NRT,297.2,26.4,D
-36.149,143.651,313.4,2.9,1.6,2018-09-22,0110,T,70,6.0NRT,297.7,36.5,D
-2.44,-48.258,306,1,1,2018-09-22,0150,T,66,6.0NRT,294.3,5.7,N
-2.442,-48.267,305,1,1,2018-09-22,0150,T,63,6.0NRT,294,5.1,N
-2.573,-54.685,309.2,1.8,1.3,2018-09-22,0150,T,75,6.0NRT,294.8,16.5,N
-2.561,-54.687,316.4,1.8,1.3,2018-09-22,0150,T,93,6.0NRT,294.6,29.2,N
1.504,-50.86,306.4,1,1,2018-09-22,0150,T,68,6.0NRT,293.4,5.7,N
34.917,127.743,317.6,1.1,1,2018-09-22,0230,T,0,6.0NRT,301,13.5,D
23.713,121.467,317.9,1,1,2018-09-22,0230,T,34,6.0NRT,299.5,6.3,D
32.515,6.714,309.1,1.1,1.1,2018-09-22,0115,A,77,6.0NRT,293.7,11.8,N
32.136,6.47,306.6,1.2,1.1,2018-09-22,0115,A,69,6.0NRT,293.4,9.7,N
31.868,6.17,327.2,1.2,1.1,2018-09-22,0115,A,100,6.0NRT,293.7,32.8,N
28.907,19.772,310.8,4.2,1.9,2018-09-22,0115,A,81,6.0NRT,286.8,99.3,N
28.919,19.772,307.3,4.2,1.9,2018-09-22,0115,A,71,6.0NRT,285.5,80.2,N
28.91,19.813,301.3,4.2,1.9,2018-09-22,0115,A,39,6.0NRT,288.2,50.5,N
31.018,8.167,334.1,1,1,2018-09-22,0115,A,100,6.0NRT,291.3,35.8,N
31.001,8.024,303.4,1,1,2018-09-22,0115,A,55,6.0NRT,292.1,6.3,N
28.736,9.792,305.1,1,1,2018-09-22,0120,A,63,6.0NRT,290.2,8.2,N
28.623,7.715,304.1,1,1,2018-09-22,0120,A,59,6.0NRT,292.1,5.9,N
28.687,7.19,307.3,1,1,2018-09-22,0120,A,71,6.0NRT,292.6,8.6,N
28.685,7.2,320.4,1,1,2018-09-22,0120,A,100,6.0NRT,293.5,19.6,N
28.638,7.54,305.7,1,1,2018-09-22,0120,A,65,6.0NRT,291.6,7,N
28.557,7.52,301.9,1,1,2018-09-22,0120,A,45,6.0NRT,291.9,4.6,N
26.584,12.219,302.5,1.4,1.2,2018-09-22,0120,A,50,6.0NRT,291.3,9.2,N
-45.854,170.085,320.1,2.8,1.6,2018-09-22,0205,A,80,6.0NRT,290.5,81.1,D
-45.851,170.116,301.9,2.7,1.6,2018-09-22,0205,A,50,6.0NRT,288.7,22,D
-45.853,170.077,316.4,2.8,1.6,2018-09-22,0205,A,77,6.0NRT,290.6,66.3,D
-43.483,171.98,303.6,2,1.4,2018-09-22,0205,A,56,6.0NRT,291.3,15.8,D
-42.945,172.309,330.3,1.9,1.4,2018-09-22,0205,A,87,6.0NRT,291.2,78.1,D
-42.947,172.286,329.9,1.9,1.4,2018-09-22,0205,A,86,6.0NRT,289.4,77.1,D
-42.944,172.304,338.6,1.9,1.4,2018-09-22,0205,A,91,6.0NRT,291.5,109.4,D
-42.945,172.282,321.2,1.9,1.4,2018-09-22,0205,A,81,6.0NRT,288.6,51.7,D
-19.534,169.446,336,1.5,1.2,2018-09-22,0210,A,66,6.0NRT,299.7,61.9,D
-17.677,177.828,320.9,1.5,1.2,2018-09-22,0210,A,59,6.0NRT,300.9,14.9,D
-17.668,177.811,320,1.5,1.2,2018-09-22,0210,A,39,6.0NRT,302.1,13.1,D
-17.546,178.191,318.3,1.6,1.3,2018-09-22,0210,A,39,6.0NRT,302.2,14,D
-17.557,177.654,325.4,1.5,1.2,2018-09-22,0210,A,66,6.0NRT,304,21.6,D
-17.559,177.639,327.2,1.5,1.2,2018-09-22,0210,A,68,6.0NRT,301.1,27.2,D
-17.556,177.648,327.3,1.5,1.2,2018-09-22,0210,A,75,6.0NRT,303.4,24.1,D
-16.589,178.596,311.5,1.8,1.3,2018-09-22,0210,A,27,6.0NRT,298.6,15.6,D
46.73,129.898,304.7,1,1,2018-09-22,0225,T,20,6.0NRT,290.9,4.3,D
46.728,129.911,306,1,1,2018-09-22,0225,T,36,6.0NRT,290.9,5.2,D
44.952,128.377,304.2,1,1,2018-09-22,0225,T,22,6.0NRT,291.2,5.4,D
44.529,129.656,306.7,1,1,2018-09-22,0225,T,64,6.0NRT,289.1,6.5,D
44.474,129.594,305.3,1,1,2018-09-22,0225,T,61,6.0NRT,289.3,6.3,D
44.347,129.453,301.6,1,1,2018-09-22,0225,T,32,6.0NRT,291.1,3.6,D
44.346,129.466,305.4,1,1,2018-09-22,0225,T,0,6.0NRT,291.1,5.7,D
44.106,129.209,301.4,1,1,2018-09-22,0225,T,47,6.0NRT,288.5,4.1,D
41.843,123.754,309.4,1.3,1.1,2018-09-22,0225,T,69,6.0NRT,296.6,9,D
41.399,123.357,303.3,1.3,1.1,2018-09-22,0225,T,44,6.0NRT,291.5,4.8,D
41.516,120.289,315.5,1.9,1.4,2018-09-22,0225,T,72,6.0NRT,296,24,D
41.515,120.311,312.2,1.9,1.3,2018-09-22,0225,T,67,6.0NRT,296.1,17.7,D
41.164,122.991,318.6,1.3,1.1,2018-09-22,0225,T,78,6.0NRT,299.5,16.3,D
41.163,123.007,318.8,1.3,1.1,2018-09-22,0225,T,76,6.0NRT,297.6,17,D
39.867,118.175,308.7,2.5,1.5,2018-09-22,0225,T,62,6.0NRT,298.6,18.3,D
59.889,132.531,304.6,1.1,1,2018-09-22,0220,T,58,6.0NRT,282.4,8.9,D
59.887,132.55,305.2,1.1,1,2018-09-22,0220,T,61,6.0NRT,281.8,9.3,D
59.882,132.541,304.9,1.1,1,2018-09-22,0220,T,60,6.0NRT,282.5,10.1,D
0.354,116.784,325.5,1,1,2018-09-22,0240,T,74,6.0NRT,299.2,13.2,D
0.35,116.811,325.4,1,1,2018-09-22,0240,T,78,6.0NRT,302,13.9,D
0.349,116.82,317.3,1,1,2018-09-22,0240,T,39,6.0NRT,296.9,5.9,D
0.345,116.783,320.7,1,1,2018-09-22,0240,T,64,6.0NRT,298.1,8.3,D
0.322,116.817,325.4,1,1,2018-09-22,0240,T,77,6.0NRT,306,13.4,D
-0.612,123.068,318.9,1.9,1.4,2018-09-22,0240,T,65,6.0NRT,300.3,24,D
0.286,116.811,322.1,1,1,2018-09-22,0240,T,65,6.0NRT,300.6,10.5,D
0.278,116.804,319.3,1,1,2018-09-22,0240,T,69,6.0NRT,300.5,9,D
0.276,116.813,318.6,1,1,2018-09-22,0240,T,58,6.0NRT,299.2,7.5,D
0.249,116.809,358.6,1,1,2018-09-22,0240,T,99,6.0NRT,304.4,73.2,D
0.24,116.808,344.1,1,1,2018-09-22,0240,T,92,6.0NRT,303.4,38.5,D
0.104,116.792,322.8,1,1,2018-09-22,0240,T,39,6.0NRT,304.6,9.7,D
0.086,116.727,319.5,1,1,2018-09-22,0240,T,41,6.0NRT,298,8.2,D
-0.083,117.435,324.4,1,1,2018-09-22,0240,T,70,6.0NRT,299.4,14.4,D
-0.084,117.444,325.5,1,1,2018-09-22,0240,T,73,6.0NRT,297,15.2,D
-0.08,116.607,338.1,1,1,2018-09-22,0240,T,0,6.0NRT,305.2,31.5,D
-0.089,116.606,328.8,1,1,2018-09-22,0240,T,60,6.0NRT,307,17.7,D
-0.986,121.718,321.3,1.5,1.2,2018-09-22,0240,T,54,6.0NRT,302.6,20.3,D
-0.162,116.043,328.3,1.1,1,2018-09-22,0240,T,46,6.0NRT,310.2,17.5,D
-0.198,116.287,320.2,1,1,2018-09-22,0240,T,47,6.0NRT,302.9,10.1,D
-0.188,116.03,325.5,1.1,1,2018-09-22,0240,T,55,6.0NRT,308.2,13.4,D
-1.233,121.678,316.7,1.5,1.2,2018-09-22,0240,T,50,6.0NRT,303.8,14.3,D
-1.204,121.402,309.2,1.5,1.2,2018-09-22,0240,T,0,6.0NRT,295.8,12.2,D
-0.495,116.358,327.8,1,1,2018-09-22,0240,T,80,6.0NRT,304.3,18.2,D
-0.742,117.346,318,1,1,2018-09-22,0240,T,58,6.0NRT,297.9,8.9,D
-0.582,115.708,318.6,1.1,1,2018-09-22,0240,T,68,6.0NRT,300.1,9.6,D
-0.314,112.012,312.3,1.9,1.3,2018-09-22,0240,T,62,6.0NRT,291.8,14.5,D
-1.816,121.568,315.7,1.6,1.2,2018-09-22,0240,T,58,6.0NRT,298.6,14.8,D
-1.942,120.796,313.4,1.4,1.2,2018-09-22,0240,T,62,6.0NRT,296,11.3,D
-2.004,120.882,315.9,1.4,1.2,2018-09-22,0240,T,65,6.0NRT,300.9,11.8,D
-0.476,109.767,309.7,2.8,1.6,2018-09-22,0240,T,41,6.0NRT,287.3,25.4,D
-2.277,121.278,316.3,1.5,1.2,2018-09-22,0240,T,74,6.0NRT,297.5,15.2,D
-2.39,121.818,311.8,1.6,1.3,2018-09-22,0240,T,60,6.0NRT,294.3,10.7,D
-1.602,115.815,314.6,1.1,1,2018-09-22,0240,T,57,6.0NRT,299.3,6.1,D
-2.579,121.38,339.1,1.5,1.2,2018-09-22,0240,T,90,6.0NRT,300.7,67.6,D
-2.323,119.569,314.3,1.2,1.1,2018-09-22,0240,T,58,6.0NRT,297.4,11.2,D
-2.372,119.896,322,1.2,1.1,2018-09-22,0240,T,78,6.0NRT,294.4,22.2,D
-2.373,119.907,312.1,1.2,1.1,2018-09-22,0240,T,53,6.0NRT,294.1,10,D
-2.608,121.413,314.2,1.6,1.2,2018-09-22,0240,T,67,6.0NRT,297.3,12.5,D
-2.4,119.874,314.8,1.2,1.1,2018-09-22,0240,T,68,6.0NRT,293.9,14.9,D
-2.829,122.162,317.9,1.8,1.3,2018-09-22,0240,T,37,6.0NRT,298.2,20.8,D
-2.763,119.91,333.6,1.2,1.1,2018-09-22,0240,T,87,6.0NRT,288.8,43,D
-2.24,114.075,324.6,1.3,1.1,2018-09-22,0240,T,59,6.0NRT,306.7,16.2,D
-2.362,114.741,334.3,1.2,1.1,2018-09-22,0240,T,85,6.0NRT,305.2,32.7,D
-2.363,114.752,321.9,1.2,1.1,2018-09-22,0240,T,72,6.0NRT,301.4,13.4,D
-2.511,115.29,319.8,1.1,1,2018-09-22,0240,T,25,6.0NRT,303.4,7.8,D
-2.537,115.101,319.8,1.1,1,2018-09-22,0240,T,51,6.0NRT,302.3,9.8,D
-3.113,118.941,308.7,1.1,1.1,2018-09-22,0240,T,51,6.0NRT,296.7,5.3,D
-2.519,114.586,325.8,1.2,1.1,2018-09-22,0240,T,65,6.0NRT,301.3,16.7,D
-2.52,114.596,334.7,1.2,1.1,2018-09-22,0240,T,85,6.0NRT,303.5,30.9,D
-2.523,114.589,334.2,1.2,1.1,2018-09-22,0240,T,85,6.0NRT,303.2,29.7,D
-2.524,114.599,324.5,1.2,1.1,2018-09-22,0240,T,64,6.0NRT,303.7,14.4,D
-2.605,115.003,339.2,1.1,1.1,2018-09-22,0240,T,89,6.0NRT,307.6,33.9,D
-2.663,114.944,319.2,1.1,1.1,2018-09-22,0240,T,30,6.0NRT,303.8,8.8,D
-3.305,118.932,312.1,1.1,1.1,2018-09-22,0240,T,55,6.0NRT,297.1,7,D
-2.582,113.356,323.7,1.4,1.2,2018-09-22,0240,T,0,6.0NRT,302.7,18.5,D
-2.584,113.368,320.1,1.4,1.2,2018-09-22,0240,T,31,6.0NRT,302.9,13.8,D
-3.96,122.517,312.6,2,1.4,2018-09-22,0240,T,41,6.0NRT,294,20.8,D
-3.248,116.223,317.3,1,1,2018-09-22,0240,T,20,6.0NRT,301.4,7.3,D
-2.926,113.879,318.2,1.3,1.1,2018-09-22,0240,T,65,6.0NRT,299.7,12.6,D
-2.754,111.159,316.7,2,1.4,2018-09-22,0240,T,64,6.0NRT,296.7,18.6,D
-3.123,113.352,316.7,1.4,1.2,2018-09-22,0240,T,49,6.0NRT,298.7,9.6,D
-3.331,114.736,330.3,1.1,1.1,2018-09-22,0240,T,81,6.0NRT,301.6,20.9,D
-4.362,121.655,313.3,1.7,1.3,2018-09-22,0240,T,54,6.0NRT,292.8,17.2,D
-3.248,113.916,370.7,1.3,1.1,2018-09-22,0240,T,100,6.0NRT,305.5,149.5,D
-3.25,113.927,334.9,1.3,1.1,2018-09-22,0240,T,80,6.0NRT,302.8,32.3,D
-3.248,113.91,341.9,1.3,1.1,2018-09-22,0240,T,90,6.0NRT,300.8,51.2,D
-3.25,113.921,358.6,1.3,1.1,2018-09-22,0240,T,99,6.0NRT,306,100.4,D
-4.371,121.648,313.9,1.7,1.3,2018-09-22,0240,T,41,6.0NRT,289.1,16.9,D
-4.373,121.663,313.3,1.7,1.3,2018-09-22,0240,T,34,6.0NRT,290.8,15.7,D
-4.265,120.135,322.1,1.3,1.1,2018-09-22,0240,T,72,6.0NRT,302.4,9.9,D
-4.518,121.796,314.8,1.8,1.3,2018-09-22,0240,T,56,6.0NRT,291.3,19.1,D
-4.52,121.812,312.6,1.8,1.3,2018-09-22,0240,T,40,6.0NRT,292.6,14.3,D
-4.606,120.026,321.2,1.3,1.1,2018-09-22,0240,T,41,6.0NRT,302,11.9,D
-5.462,119.719,326.9,1.3,1.1,2018-09-22,0240,T,52,6.0NRT,306.8,20.1,D
-6.96,115.908,315.9,1,1,2018-09-22,0240,T,65,6.0NRT,303.1,9.1,D
-6.962,115.917,313.9,1,1,2018-09-22,0240,T,60,6.0NRT,301.5,7.4,D
-8.226,123.629,317.9,2.8,1.6,2018-09-22,0240,T,0,6.0NRT,300.8,40,D
-7.124,114.784,310.8,1,1,2018-09-22,0240,T,43,6.0NRT,299.6,6.3,D
-7.162,114.676,316.5,1.1,1,2018-09-22,0240,T,66,6.0NRT,302.7,11.3,D
-7.17,114.665,310.9,1.1,1,2018-09-22,0240,T,20,6.0NRT,299.2,5.9,D
-8.36,122.304,312.2,2.2,1.4,2018-09-22,0240,T,53,6.0NRT,298.4,24.1,D
-8.876,126.119,310.9,4.5,2,2018-09-22,0240,T,30,6.0NRT,293.8,41.1,D
-7.209,113.898,315,1.1,1.1,2018-09-22,0240,T,63,6.0NRT,302.5,11.4,D
-7.226,113.947,311.1,1.1,1.1,2018-09-22,0240,T,47,6.0NRT,300.6,7.9,D
-8.876,126.112,311.1,4.5,2,2018-09-22,0240,T,31,6.0NRT,293.9,43.1,D
-8.198,119.075,322.2,1.3,1.1,2018-09-22,0240,T,66,6.0NRT,295.4,19.4,D
-8.544,121.624,330.6,2,1.4,2018-09-22,0240,T,63,6.0NRT,296.1,61.5,D
-8.671,121.99,313.4,2.1,1.4,2018-09-22,0240,T,18,6.0NRT,296.8,19.9,D
-8.515,117.219,365.1,1.1,1,2018-09-22,0240,T,100,6.0NRT,303.4,101.7,D
-8.516,117.229,357.8,1.1,1,2018-09-22,0240,T,99,6.0NRT,303.5,79.7,D
-7.87,112.172,319.1,1.4,1.2,2018-09-22,0240,T,60,6.0NRT,289.6,15.2,D
-7.943,112.161,321,1.4,1.2,2018-09-22,0240,T,67,6.0NRT,293.8,13.6,D
-8.327,114.266,319.2,1.1,1,2018-09-22,0240,T,67,6.0NRT,302.4,8.3,D
-7.841,110.323,321.8,1.9,1.3,2018-09-22,0240,T,71,6.0NRT,299.8,23.2,D
-7.846,110.316,318.1,1.9,1.3,2018-09-22,0240,T,62,6.0NRT,299.2,15.3,D
-9.446,119.904,331.6,1.5,1.2,2018-09-22,0240,T,84,6.0NRT,305.9,28.9,D
-9.466,119.972,332.9,1.5,1.2,2018-09-22,0240,T,85,6.0NRT,305,35.7,D
-9.449,119.912,324.3,1.5,1.2,2018-09-22,0240,T,38,6.0NRT,304.8,15.7,D
-9.468,119.966,326.1,1.5,1.2,2018-09-22,0240,T,71,6.0NRT,304.8,20.2,D
-9.47,119.98,324.7,1.5,1.2,2018-09-22,0240,T,67,6.0NRT,304.4,16.7,D
-9.913,120.306,321.4,1.7,1.3,2018-09-22,0240,T,66,6.0NRT,300.5,21.9,D
-9.93,120.349,319.3,1.7,1.3,2018-09-22,0240,T,60,6.0NRT,300.8,18.2,D
-10.824,122.67,310.7,2.6,1.6,2018-09-22,0240,T,42,6.0NRT,297.6,28.1,D
-16.767,122.9,319.4,3.3,1.7,2018-09-22,0240,T,37,6.0NRT,299.1,28.3,D
18.214,121.967,320.8,1,1,2018-09-22,0235,T,61,6.0NRT,304.5,8,D
18.213,121.976,323.7,1,1,2018-09-22,0235,T,76,6.0NRT,303.9,10.7,D
16.934,121.771,318.9,1,1,2018-09-22,0235,T,37,6.0NRT,303.1,7.4,D
16.516,121.181,320.5,1,1,2018-09-22,0235,T,74,6.0NRT,306,8.7,D
16.483,121.151,318.9,1,1,2018-09-22,0235,T,72,6.0NRT,304.6,7.5,D
15.787,120.993,319,1,1,2018-09-22,0235,T,33,6.0NRT,304.4,8.5,D
14.482,120.903,317.2,1,1,2018-09-22,0235,T,34,6.0NRT,300.6,8.2,D
14.136,121.122,321.2,1,1,2018-09-22,0235,T,59,6.0NRT,301.4,10.1,D
14.135,121.131,318.9,1,1,2018-09-22,0235,T,46,6.0NRT,300.8,7.3,D
13.965,121.525,314.9,1,1,2018-09-22,0235,T,64,6.0NRT,298.7,6.4,D
10.476,123.699,311,1.4,1.2,2018-09-22,0235,T,0,6.0NRT,292.8,8.8,D
10.316,123.015,327.3,1.3,1.1,2018-09-22,0235,T,71,6.0NRT,292.7,28.5,D
10.315,123.021,316.8,1.3,1.1,2018-09-22,0235,T,50,6.0NRT,292.1,16,D
6.498,124.85,314.3,2,1.4,2018-09-22,0235,T,49,6.0NRT,294.7,17,D
2.302,117.133,315.3,1,1,2018-09-22,0235,T,65,6.0NRT,297.3,7.5,D
1.978,117.327,316.2,1,1,2018-09-22,0235,T,46,6.0NRT,298.9,5.6,D
1.977,117.336,317.7,1,1,2018-09-22,0235,T,46,6.0NRT,298.2,6.7,D
1.795,117.888,373.6,1,1,2018-09-22,0235,T,100,6.0NRT,298.9,120.8,D
1.004,121.47,318.6,1.4,1.2,2018-09-22,0235,T,73,6.0NRT,300,15.1,D
0.663,123.131,318.3,1.9,1.3,2018-09-22,0235,T,73,6.0NRT,303.3,24.7,D
0.596,122.429,316.7,1.6,1.3,2018-09-22,0235,T,51,6.0NRT,299.4,10.1,D
-33.26,-60.289,300.6,1.9,1.3,2018-09-22,0320,T,31,6.0NRT,287.5,13.1,N
-32.898,-60.488,309.5,1.9,1.3,2018-09-22,0320,T,78,6.0NRT,290.1,25.7,N
-33.416,-66.341,314.8,1,1,2018-09-22,0320,T,90,6.0NRT,294,12.5,N
-33.407,-66.343,305.1,1,1,2018-09-22,0320,T,63,6.0NRT,293.2,5.6,N
-30.128,-68.871,309,1,1,2018-09-22,0320,T,76,6.0NRT,286.2,11.3,N
-30.119,-68.872,314.3,1,1,2018-09-22,0320,T,89,6.0NRT,285,15.1,N
-30.12,-68.882,303.6,1,1,2018-09-22,0320,T,52,6.0NRT,284.6,7.7,N
-27.615,-62.835,316.7,1.7,1.3,2018-09-22,0320,T,94,6.0NRT,295.8,28,N
-27.618,-62.852,312.2,1.7,1.3,2018-09-22,0320,T,84,6.0NRT,295.9,19.5,N
-27.62,-62.84,323,1.7,1.3,2018-09-22,0320,T,100,6.0NRT,296.4,41.3,N
-27.267,-65.185,318.3,1.3,1.1,2018-09-22,0320,T,97,6.0NRT,291.9,24.6,N
-26.243,-61.051,305.8,2.4,1.5,2018-09-22,0320,T,65,6.0NRT,293.9,19.1,N
-26.248,-61.075,355.5,2.4,1.5,2018-09-22,0320,T,100,6.0NRT,295.6,267.2,N
-26.25,-61.055,314,2.4,1.5,2018-09-22,0320,T,88,6.0NRT,294.1,40.9,N
-26.255,-61.079,327.3,2.4,1.5,2018-09-22,0320,T,100,6.0NRT,294.5,87.4,N
-26.236,-61.058,313.8,2.4,1.5,2018-09-22,0320,T,88,6.0NRT,293.9,40.4,N
-26.241,-61.082,331.8,2.4,1.5,2018-09-22,0320,T,100,6.0NRT,294.4,108.3,N
-26.91,-65.194,302.5,1.3,1.1,2018-09-22,0320,T,48,6.0NRT,292.3,7,N
-26.875,-66.176,324.6,1.1,1.1,2018-09-22,0320,T,100,6.0NRT,285.5,31.3,N
-26.526,-64.691,311.2,1.4,1.2,2018-09-22,0320,T,82,6.0NRT,295.5,15.2,N
-26.516,-64.693,314.9,1.4,1.2,2018-09-22,0320,T,90,6.0NRT,295.5,19.9,N
-26.103,-64.112,316.6,1.5,1.2,2018-09-22,0320,T,93,6.0NRT,295.6,25.8,N
-26.105,-64.128,312.7,1.5,1.2,2018-09-22,0320,T,85,6.0NRT,295,20.1,N
-25.587,-64.073,318.8,1.6,1.2,2018-09-22,0320,T,90,6.0NRT,296.7,28.3,N
-25.575,-64.076,326.8,1.6,1.2,2018-09-22,0320,T,100,6.0NRT,297,45.1,N
-25.564,-64.078,318.9,1.6,1.2,2018-09-22,0320,T,95,6.0NRT,294.7,29.1,N
-24.798,-60.643,309.9,2.8,1.6,2018-09-22,0320,T,76,6.0NRT,293.5,32.6,N
-24.803,-60.671,318.3,2.8,1.6,2018-09-22,0320,T,96,6.0NRT,293.7,62.5,N
-24.796,-60.65,317.7,2.8,1.6,2018-09-22,0320,T,95,6.0NRT,293.7,59.9,N
-24.802,-60.678,312.3,2.8,1.6,2018-09-22,0320,T,83,6.0NRT,293.5,39.1,N
-24.563,-60.328,307.1,3,1.6,2018-09-22,0320,T,65,6.0NRT,292.8,25.1,N
-24.548,-60.332,310.5,3,1.6,2018-09-22,0320,T,77,6.0NRT,291.4,36.7,N
-24.533,-60.336,304.5,3,1.6,2018-09-22,0320,T,20,6.0NRT,292.4,18.7,N
-24.549,-60.338,308.8,3,1.6,2018-09-22,0320,T,59,6.0NRT,291.7,30,N
-24.579,-60.859,309.5,2.7,1.6,2018-09-22,0320,T,75,6.0NRT,294.1,27.9,N
-24.585,-60.886,308.1,2.7,1.6,2018-09-22,0320,T,70,6.0NRT,294.1,23.3,N
-24.069,-63.683,311.2,1.8,1.3,2018-09-22,0320,T,82,6.0NRT,294.5,21,N
-24.06,-63.674,312.2,1.8,1.3,2018-09-22,0320,T,84,6.0NRT,294.6,23.5,N
-24.063,-63.691,306.7,1.8,1.3,2018-09-22,0320,T,69,6.0NRT,294,14.6,N
-23.77,-64.251,312.6,1.7,1.3,2018-09-22,0320,T,85,6.0NRT,294.1,21.1,N
-23.773,-64.267,329.6,1.6,1.3,2018-09-22,0320,T,100,6.0NRT,294.7,56.8,N
-23.761,-64.27,312.8,1.6,1.3,2018-09-22,0320,T,86,6.0NRT,293.3,22.1,N
-22.608,-62.115,309.2,2.5,1.5,2018-09-22,0320,T,77,6.0NRT,294.9,26.5,N
-22.4,-61.373,309.1,2.8,1.6,2018-09-22,0320,T,76,6.0NRT,296,32.4,N
-21.768,-61.058,344.2,3.1,1.7,2018-09-22,0320,T,100,6.0NRT,298.6,245.7,N
-21.774,-61.088,328.6,3,1.7,2018-09-22,0320,T,100,6.0NRT,297.2,124.4,N
-21.753,-61.062,320.2,3.1,1.7,2018-09-22,0320,T,100,6.0NRT,297.3,78.3,N
-21.759,-61.091,310.3,3,1.7,2018-09-22,0320,T,78,6.0NRT,296.7,36.5,N
-20.784,-61.449,316.1,3,1.7,2018-09-22,0320,T,92,6.0NRT,294.7,60.4,N
-20.769,-61.452,304.8,3,1.7,2018-09-22,0320,T,46,6.0NRT,294.2,20.4,N
-20.76,-61.484,314.8,3,1.6,2018-09-22,0320,T,90,6.0NRT,293,54.2,N
-20.785,-61.454,313.7,3,1.7,2018-09-22,0320,T,87,6.0NRT,294.5,50.7,N
-20.77,-61.457,306.6,3,1.7,2018-09-22,0320,T,40,6.0NRT,294.2,25.3,N
-20.761,-61.489,311.7,3,1.6,2018-09-22,0320,T,79,6.0NRT,292.6,42.4,N
-20.746,-61.493,307.1,3,1.6,2018-09-22,0320,T,62,6.0NRT,293.1,28,N
-20.264,-59.389,306.6,4.3,1.9,2018-09-22,0320,T,63,6.0NRT,291.6,42.8,N
-20.281,-59.392,304.4,4.3,1.9,2018-09-22,0320,T,52,6.0NRT,291,32,N
-18.017,-61.921,317.9,3.2,1.7,2018-09-22,0320,T,96,6.0NRT,294.6,78.8,N
-18.005,-62.017,306,3.1,1.7,2018-09-22,0320,T,57,6.0NRT,280.5,33.2,N
-18.02,-61.927,314.5,3.2,1.7,2018-09-22,0320,T,73,6.0NRT,294.1,62,N
-18.007,-62.023,303.3,3.1,1.7,2018-09-22,0320,T,55,6.0NRT,281.8,28.5,N
-17.949,-61.88,308,3.2,1.7,2018-09-22,0320,T,69,6.0NRT,293.5,36.3,N
-17.954,-61.91,342.8,3.2,1.7,2018-09-22,0320,T,100,6.0NRT,293.5,256.8,N
-17.873,-61.965,304.7,3.2,1.7,2018-09-22,0320,T,57,6.0NRT,280.2,35,N
-17.776,-61.633,307.1,3.4,1.7,2018-09-22,0320,T,24,6.0NRT,289.9,41.4,N
-17.783,-61.665,338.4,3.4,1.7,2018-09-22,0320,T,100,6.0NRT,289,236.4,N
-17.861,-61.974,301.8,3.2,1.7,2018-09-22,0320,T,15,6.0NRT,276.2,25.1,N
-17.782,-61.639,308,3.4,1.7,2018-09-22,0320,T,71,6.0NRT,288.8,47.2,N
-17.788,-61.67,317.4,3.4,1.7,2018-09-22,0320,T,95,6.0NRT,287.5,88.7,N
-17.766,-61.642,314.9,3.4,1.7,2018-09-22,0320,T,90,6.0NRT,291.5,74.6,N
-17.772,-61.674,326.1,3.4,1.7,2018-09-22,0320,T,100,6.0NRT,291.1,137.1,N
-17.738,-61.746,332.7,3.3,1.7,2018-09-22,0320,T,100,6.0NRT,293.1,181.9,N
-17.384,-60.316,300.8,4.3,1.9,2018-09-22,0320,T,22,6.0NRT,286.1,42.9,N
-17.087,-60.573,315.1,4.2,1.9,2018-09-22,0320,T,91,6.0NRT,289.1,103.7,N
-17.094,-60.612,314.7,4.2,1.9,2018-09-22,0320,T,90,6.0NRT,286.1,98.2,N
-17.084,-60.578,317.4,4.2,1.9,2018-09-22,0320,T,95,6.0NRT,288.8,121.7,N
-17.092,-60.617,309,4.2,1.9,2018-09-22,0320,T,70,6.0NRT,285.4,67.7,N
-16.22,-60.743,307.4,4.3,1.9,2018-09-22,0320,T,71,6.0NRT,273,68.1,N
-16.562,-62.576,305.4,3.1,1.7,2018-09-22,0320,T,17,6.0NRT,287.4,31.3,N
-16.217,-60.749,305,4.3,1.9,2018-09-22,0320,T,63,6.0NRT,271.9,55.5,N
-15.965,-65.35,311,2,1.4,2018-09-22,0320,T,81,6.0NRT,293,24.7,N
